Datetime,DAYTON_MW
4/17/05 14:00,2436
4/17/05 15:00,2412
4/17/05 16:00,2430
4/17/05 17:00,2577
4/17/05 18:00,2647
4/17/05 19:00,2587
4/17/05 20:00,2538
4/17/05 21:00,2486
4/17/05 22:00,2372
4/17/05 23:00,2213
4/18/05 0:00,2127
4/18/05 1:00,2054
4/18/05 2:00,2002
4/18/05 3:00,2011
4/18/05 4:00,2046
4/18/05 5:00,2179
4/18/05 6:00,2409
4/18/05 7:00,2566
4/18/05 8:00,2558
4/18/05 9:00,2580
4/18/05 10:00,2604
4/18/05 11:00,2591
4/18/05 12:00,2579
4/18/05 13:00,2568
4/18/05 14:00,2532
4/18/05 15:00,2508
4/18/05 16:00,2538
4/18/05 17:00,2688
4/18/05 18:00,2752
4/18/05 19:00,2707
4/18/05 20:00,2663
4/18/05 21:00,2564
4/18/05 22:00,2403
4/18/05 23:00,2231
4/19/05 0:00,2219
4/19/05 1:00,2158
4/19/05 2:00,2120
4/19/05 3:00,2109
4/19/05 4:00,2145
4/19/05 5:00,2279
4/19/05 6:00,2547
4/19/05 7:00,2690
4/19/05 8:00,2656
4/19/05 9:00,2634
4/19/05 10:00,2635
4/19/05 11:00,2614
4/19/05 12:00,2597
4/19/05 13:00,2607
4/19/05 14:00,2600
4/19/05 15:00,2573
4/19/05 16:00,2629
4/19/05 17:00,2786
4/19/05 18:00,2822
4/19/05 19:00,2767
4/19/05 20:00,2724
4/19/05 21:00,2616
4/19/05 22:00,2452
4/19/05 23:00,2241
4/20/05 0:00,2291
4/20/05 1:00,2221
4/20/05 2:00,2229
4/20/05 3:00,2213
4/20/05 4:00,2244
4/20/05 5:00,2312
4/20/05 6:00,2611
4/20/05 7:00,2752
4/20/05 8:00,2715
4/20/05 9:00,2664
4/20/05 10:00,2607
4/20/05 11:00,2545
4/20/05 12:00,2494
4/20/05 13:00,2450
4/20/05 14:00,2404
4/20/05 15:00,2379
4/20/05 16:00,2441
4/20/05 17:00,2647
4/20/05 18:00,2745
4/20/05 19:00,2742
4/20/05 20:00,2715
4/20/05 21:00,2659
4/20/05 22:00,2504
4/20/05 23:00,2340
4/21/05 0:00,2033
4/21/05 1:00,1988
4/21/05 2:00,1993
4/21/05 3:00,2026
4/21/05 4:00,2086
4/21/05 5:00,2236
4/21/05 6:00,2504
4/21/05 7:00,2674
4/21/05 8:00,2664
4/21/05 9:00,2636
4/21/05 10:00,2604
4/21/05 11:00,2534
4/21/05 12:00,2500
4/21/05 13:00,2479
4/21/05 14:00,2446
4/21/05 15:00,2427
4/21/05 16:00,2460
4/21/05 17:00,2673
4/21/05 18:00,2802
4/21/05 19:00,2799
4/21/05 20:00,2791
4/21/05 21:00,2728
4/21/05 22:00,2570
4/21/05 23:00,2408
4/22/05 0:00,1971
4/22/05 1:00,1896
4/22/05 2:00,1844
4/22/05 3:00,1832
4/22/05 4:00,1833
4/22/05 5:00,1854
4/22/05 6:00,1904
4/22/05 7:00,1997
4/22/05 8:00,2065
4/22/05 9:00,2125
4/22/05 10:00,2130
4/22/05 11:00,2140
4/22/05 12:00,2143
4/22/05 13:00,2138
4/22/05 14:00,2110
4/22/05 15:00,2113
4/22/05 16:00,2176
4/22/05 17:00,2351
4/22/05 18:00,2439
4/22/05 19:00,2447
4/22/05 20:00,2416
4/22/05 21:00,2349
4/22/05 22:00,2240
4/22/05 23:00,2122
4/23/05 0:00,2181
4/23/05 1:00,2115
4/23/05 2:00,2073
4/23/05 3:00,2052
4/23/05 4:00,2070
4/23/05 5:00,2126
4/23/05 6:00,2219
4/23/05 7:00,2335
4/23/05 8:00,2412
4/23/05 9:00,2471
4/23/05 10:00,2479
4/23/05 11:00,2432
4/23/05 12:00,2342
4/23/05 13:00,2254
4/23/05 14:00,2197
4/23/05 15:00,2173
4/23/05 16:00,2214
4/23/05 17:00,2397
4/23/05 18:00,2467
4/23/05 19:00,2428
4/23/05 20:00,2400
4/23/05 21:00,2340
4/23/05 22:00,2239
4/23/05 23:00,2097
4/24/05 0:00,2233
4/24/05 1:00,2191
4/24/05 2:00,2188
4/24/05 3:00,2191
4/24/05 4:00,2248
4/24/05 5:00,2364
4/24/05 6:00,2555
4/24/05 7:00,2700
4/24/05 8:00,2750
4/24/05 9:00,2777
4/24/05 10:00,2767
4/24/05 11:00,2774
4/24/05 12:00,2756
4/24/05 13:00,2758
4/24/05 14:00,2718
4/24/05 15:00,2669
4/24/05 16:00,2674
4/24/05 17:00,2816
4/24/05 18:00,2839
4/24/05 19:00,2753
4/24/05 20:00,2705
4/24/05 21:00,2623
4/24/05 22:00,2501
4/24/05 23:00,2343
4/25/05 0:00,2351
4/25/05 1:00,2309
4/25/05 2:00,2264
4/25/05 3:00,2268
4/25/05 4:00,2320
4/25/05 5:00,2454
4/25/05 6:00,2714
4/25/05 7:00,2851
4/25/05 8:00,2788
4/25/05 9:00,2770
4/25/05 10:00,2794
4/25/05 11:00,2726
4/25/05 12:00,2665
4/25/05 13:00,2687
4/25/05 14:00,2630
4/25/05 15:00,2615
4/25/05 16:00,2697
4/25/05 17:00,2852
4/25/05 18:00,2838
4/25/05 19:00,2793
4/25/05 20:00,2746
4/25/05 21:00,2623
4/25/05 22:00,2445
4/25/05 23:00,2303
4/26/05 0:00,2224
4/26/05 1:00,2161
4/26/05 2:00,2124
4/26/05 3:00,2130
4/26/05 4:00,2171
4/26/05 5:00,2318
4/26/05 6:00,2577
4/26/05 7:00,2729
4/26/05 8:00,2698
4/26/05 9:00,2677
4/26/05 10:00,2668
4/26/05 11:00,2611
4/26/05 12:00,2580
4/26/05 13:00,2535
4/26/05 14:00,2495
4/26/05 15:00,2458
4/26/05 16:00,2508
4/26/05 17:00,2715
4/26/05 18:00,2827
4/26/05 19:00,2821
4/26/05 20:00,2811
4/26/05 21:00,2757
4/26/05 22:00,2609
4/26/05 23:00,2444
4/27/05 0:00,2259
4/27/05 1:00,2209
4/27/05 2:00,2205
4/27/05 3:00,2207
4/27/05 4:00,2244
4/27/05 5:00,2386
4/27/05 6:00,2649
4/27/05 7:00,2803
4/27/05 8:00,2764
4/27/05 9:00,2742
4/27/05 10:00,2702
4/27/05 11:00,2638
4/27/05 12:00,2629
4/27/05 13:00,2608
4/27/05 14:00,2592
4/27/05 15:00,2584
4/27/05 16:00,2616
4/27/05 17:00,2795
4/27/05 18:00,2851
4/27/05 19:00,2804
4/27/05 20:00,2765
4/27/05 21:00,2669
4/27/05 22:00,2507
4/27/05 23:00,2340
4/28/05 0:00,2017
4/28/05 1:00,1973
4/28/05 2:00,1945
4/28/05 3:00,1964
4/28/05 4:00,2021
4/28/05 5:00,2166
4/28/05 6:00,2425
4/28/05 7:00,2603
4/28/05 8:00,2598
4/28/05 9:00,2591
4/28/05 10:00,2594
4/28/05 11:00,2574
4/28/05 12:00,2563
4/28/05 13:00,2542
4/28/05 14:00,2509
4/28/05 15:00,2511
4/28/05 16:00,2546
4/28/05 17:00,2735
4/28/05 18:00,2810
4/28/05 19:00,2792
4/28/05 20:00,2762
4/28/05 21:00,2682
4/28/05 22:00,2513
4/28/05 23:00,2353
4/29/05 0:00,1898
4/29/05 1:00,1819
4/29/05 2:00,1777
4/29/05 3:00,1754
4/29/05 4:00,1749
4/29/05 5:00,1789
4/29/05 6:00,1853
4/29/05 7:00,1942
4/29/05 8:00,2016
4/29/05 9:00,2109
4/29/05 10:00,2154
4/29/05 11:00,2193
4/29/05 12:00,2189
4/29/05 13:00,2180
4/29/05 14:00,2146
4/29/05 15:00,2123
4/29/05 16:00,2159
4/29/05 17:00,2328
4/29/05 18:00,2418
4/29/05 19:00,2418
4/29/05 20:00,2401
4/29/05 21:00,2332
4/29/05 22:00,2217
4/29/05 23:00,2103
4/30/05 0:00,2111
4/30/05 1:00,2029
4/30/05 2:00,1976
4/30/05 3:00,1958
4/30/05 4:00,1969
4/30/05 5:00,2012
4/30/05 6:00,2102
4/30/05 7:00,2226
4/30/05 8:00,2304
4/30/05 9:00,2361
4/30/05 10:00,2360
4/30/05 11:00,2363
4/30/05 12:00,2296
4/30/05 13:00,2262
4/30/05 14:00,2223
4/30/05 15:00,2241
4/30/05 16:00,2265
4/30/05 17:00,2401
4/30/05 18:00,2419
4/30/05 19:00,2373
4/30/05 20:00,2327
4/30/05 21:00,2266
4/30/05 22:00,2157
4/30/05 23:00,2011
5/1/05 0:00,2131
5/1/05 1:00,2079
5/1/05 2:00,2050
5/1/05 3:00,2045
5/1/05 4:00,2100
5/1/05 5:00,2240
5/1/05 6:00,2512
5/1/05 7:00,2646
5/1/05 8:00,2631
5/1/05 9:00,2628
5/1/05 10:00,2575
5/1/05 11:00,2558
5/1/05 12:00,2526
5/1/05 13:00,2533
5/1/05 14:00,2487
5/1/05 15:00,2438
5/1/05 16:00,2455
5/1/05 17:00,2630
5/1/05 18:00,2697
5/1/05 19:00,2629
5/1/05 20:00,2597
5/1/05 21:00,2535
5/1/05 22:00,2412
5/1/05 23:00,2267
5/2/05 0:00,2084
5/2/05 1:00,2025
5/2/05 2:00,1981
5/2/05 3:00,1978
5/2/05 4:00,2011
5/2/05 5:00,2148
5/2/05 6:00,2394
5/2/05 7:00,2543
5/2/05 8:00,2521
5/2/05 9:00,2530
5/2/05 10:00,2526
5/2/05 11:00,2499
5/2/05 12:00,2485
5/2/05 13:00,2478
5/2/05 14:00,2435
5/2/05 15:00,2439
5/2/05 16:00,2473
5/2/05 17:00,2610
5/2/05 18:00,2652
5/2/05 19:00,2639
5/2/05 20:00,2604
5/2/05 21:00,2531
5/2/05 22:00,2377
5/2/05 23:00,2226
5/3/05 0:00,1996
5/3/05 1:00,1921
5/3/05 2:00,1882
5/3/05 3:00,1868
5/3/05 4:00,1906
5/3/05 5:00,2056
5/3/05 6:00,2328
5/3/05 7:00,2473
5/3/05 8:00,2473
5/3/05 9:00,2478
5/3/05 10:00,2476
5/3/05 11:00,2463
5/3/05 12:00,2458
5/3/05 13:00,2447
5/3/05 14:00,2400
5/3/05 15:00,2386
5/3/05 16:00,2406
5/3/05 17:00,2557
5/3/05 18:00,2641
5/3/05 19:00,2633
5/3/05 20:00,2611
5/3/05 21:00,2517
5/3/05 22:00,2372
5/3/05 23:00,2198
5/4/05 0:00,1719
5/4/05 1:00,1660
5/4/05 2:00,1619
5/4/05 3:00,1617
5/4/05 4:00,1664
5/4/05 5:00,1798
5/4/05 6:00,2068
5/4/05 7:00,2227
5/4/05 8:00,2225
5/4/05 9:00,2259
5/4/05 10:00,2283
5/4/05 11:00,2277
5/4/05 12:00,2272
5/4/05 13:00,2276
5/4/05 14:00,2290
5/4/05 15:00,2306
5/4/05 16:00,2363
5/4/05 17:00,2512
5/4/05 18:00,2581
5/4/05 19:00,2564
5/4/05 20:00,2503
5/4/05 21:00,2423
5/4/05 22:00,2256
5/4/05 23:00,2091
5/5/05 0:00,1640
5/5/05 1:00,1590
5/5/05 2:00,1591
5/5/05 3:00,1593
5/5/05 4:00,1636
5/5/05 5:00,1780
5/5/05 6:00,2039
5/5/05 7:00,2178
5/5/05 8:00,2168
5/5/05 9:00,2167
5/5/05 10:00,2203
5/5/05 11:00,2189
5/5/05 12:00,2186
5/5/05 13:00,2186
5/5/05 14:00,2181
5/5/05 15:00,2184
5/5/05 16:00,2229
5/5/05 17:00,2348
5/5/05 18:00,2384
5/5/05 19:00,2319
5/5/05 20:00,2239
5/5/05 21:00,2146
5/5/05 22:00,1990
5/5/05 23:00,1843
5/6/05 0:00,1588
5/6/05 1:00,1510
5/6/05 2:00,1470
5/6/05 3:00,1460
5/6/05 4:00,1451
5/6/05 5:00,1477
5/6/05 6:00,1530
5/6/05 7:00,1613
5/6/05 8:00,1684
5/6/05 9:00,1745
5/6/05 10:00,1788
5/6/05 11:00,1808
5/6/05 12:00,1812
5/6/05 13:00,1794
5/6/05 14:00,1779
5/6/05 15:00,1795
5/6/05 16:00,1871
5/6/05 17:00,2022
5/6/05 18:00,2057
5/6/05 19:00,2045
5/6/05 20:00,2001
5/6/05 21:00,1921
5/6/05 22:00,1824
5/6/05 23:00,1726
5/7/05 0:00,1811
5/7/05 1:00,1747
5/7/05 2:00,1723
5/7/05 3:00,1705
5/7/05 4:00,1711
5/7/05 5:00,1753
5/7/05 6:00,1812
5/7/05 7:00,1902
5/7/05 8:00,1976
5/7/05 9:00,2055
5/7/05 10:00,2078
5/7/05 11:00,2048
5/7/05 12:00,2013
5/7/05 13:00,1970
5/7/05 14:00,1906
5/7/05 15:00,1861
5/7/05 16:00,1895
5/7/05 17:00,2008
5/7/05 18:00,2050
5/7/05 19:00,2006
5/7/05 20:00,1966
5/7/05 21:00,1895
5/7/05 22:00,1795
5/7/05 23:00,1687
5/8/05 0:00,1893
5/8/05 1:00,1857
5/8/05 2:00,1846
5/8/05 3:00,1861
5/8/05 4:00,1893
5/8/05 5:00,1948
5/8/05 6:00,2067
5/8/05 7:00,2143
5/8/05 8:00,2166
5/8/05 9:00,2178
5/8/05 10:00,2176
5/8/05 11:00,2144
5/8/05 12:00,2090
5/8/05 13:00,2035
5/8/05 14:00,1998
5/8/05 15:00,1983
5/8/05 16:00,2050
5/8/05 17:00,2193
5/8/05 18:00,2241
5/8/05 19:00,2193
5/8/05 20:00,2152
5/8/05 21:00,2097
5/8/05 22:00,2018
5/8/05 23:00,1905
5/9/05 0:00,1763
5/9/05 1:00,1668
5/9/05 2:00,1606
5/9/05 3:00,1589
5/9/05 4:00,1589
5/9/05 5:00,1627
5/9/05 6:00,1695
5/9/05 7:00,1778
5/9/05 8:00,1907
5/9/05 9:00,2057
5/9/05 10:00,2167
5/9/05 11:00,2167
5/9/05 12:00,2055
5/9/05 13:00,1926
5/9/05 14:00,1864
5/9/05 15:00,1835
5/9/05 16:00,1846
5/9/05 17:00,1974
5/9/05 18:00,2075
5/9/05 19:00,2101
5/9/05 20:00,2098
5/9/05 21:00,2079
5/9/05 22:00,2021
5/9/05 23:00,1951
5/10/05 0:00,2047
5/10/05 1:00,1994
5/10/05 2:00,1953
5/10/05 3:00,1952
5/10/05 4:00,1994
5/10/05 5:00,2110
5/10/05 6:00,2299
5/10/05 7:00,2450
5/10/05 8:00,2498
5/10/05 9:00,2544
5/10/05 10:00,2568
5/10/05 11:00,2567
5/10/05 12:00,2556
5/10/05 13:00,2548
5/10/05 14:00,2475
5/10/05 15:00,2422
5/10/05 16:00,2433
5/10/05 17:00,2517
5/10/05 18:00,2548
5/10/05 19:00,2463
5/10/05 20:00,2406
5/10/05 21:00,2285
5/10/05 22:00,2117
5/10/05 23:00,1919
5/11/05 0:00,1895
5/11/05 1:00,1827
5/11/05 2:00,1782
5/11/05 3:00,1782
5/11/05 4:00,1824
5/11/05 5:00,1967
5/11/05 6:00,2215
5/11/05 7:00,2371
5/11/05 8:00,2377
5/11/05 9:00,2372
5/11/05 10:00,2385
5/11/05 11:00,2405
5/11/05 12:00,2409
5/11/05 13:00,2401
5/11/05 14:00,2381
5/11/05 15:00,2362
5/11/05 16:00,2373
5/11/05 17:00,2506
5/11/05 18:00,2567
5/11/05 19:00,2554
5/11/05 20:00,2503
5/11/05 21:00,2420
5/11/05 22:00,2291
5/11/05 23:00,2134
5/12/05 0:00,1741
5/12/05 1:00,1709
5/12/05 2:00,1720
5/12/05 3:00,1724
5/12/05 4:00,1800
5/12/05 5:00,1957
5/12/05 6:00,2225
5/12/05 7:00,2376
5/12/05 8:00,2377
5/12/05 9:00,2348
5/12/05 10:00,2337
5/12/05 11:00,2292
5/12/05 12:00,2254
5/12/05 13:00,2239
5/12/05 14:00,2202
5/12/05 15:00,2201
5/12/05 16:00,2245
5/12/05 17:00,2394
5/12/05 18:00,2459
5/12/05 19:00,2426
5/12/05 20:00,2388
5/12/05 21:00,2295
5/12/05 22:00,2150
5/12/05 23:00,1997
5/13/05 0:00,1655
5/13/05 1:00,1608
5/13/05 2:00,1590
5/13/05 3:00,1585
5/13/05 4:00,1592
5/13/05 5:00,1633
5/13/05 6:00,1718
5/13/05 7:00,1777
5/13/05 8:00,1842
5/13/05 9:00,1865
5/13/05 10:00,1842
5/13/05 11:00,1816
5/13/05 12:00,1790
5/13/05 13:00,1854
5/13/05 14:00,1729
5/13/05 15:00,1716
5/13/05 16:00,1766
5/13/05 17:00,1939
5/13/05 18:00,2026
5/13/05 19:00,2032
5/13/05 20:00,2035
5/13/05 21:00,1974
5/13/05 22:00,1893
5/13/05 23:00,1808
5/14/05 0:00,1912
5/14/05 1:00,1837
5/14/05 2:00,1804
5/14/05 3:00,1793
5/14/05 4:00,1805
5/14/05 5:00,1873
5/14/05 6:00,1960
5/14/05 7:00,2051
5/14/05 8:00,2108
5/14/05 9:00,2122
5/14/05 10:00,2097
5/14/05 11:00,2047
5/14/05 12:00,1968
5/14/05 13:00,1885
5/14/05 14:00,1829
5/14/05 15:00,1791
5/14/05 16:00,1812
5/14/05 17:00,1950
5/14/05 18:00,2027
5/14/05 19:00,2009
5/14/05 20:00,1980
5/14/05 21:00,1931
5/14/05 22:00,1842
5/14/05 23:00,1744
5/15/05 0:00,2128
5/15/05 1:00,2082
5/15/05 2:00,2058
5/15/05 3:00,2059
5/15/05 4:00,2108
5/15/05 5:00,2234
5/15/05 6:00,2472
5/15/05 7:00,2585
5/15/05 8:00,2581
5/15/05 9:00,2580
5/15/05 10:00,2561
5/15/05 11:00,2487
5/15/05 12:00,2442
5/15/05 13:00,2425
5/15/05 14:00,2366
5/15/05 15:00,2323
5/15/05 16:00,2332
5/15/05 17:00,2414
5/15/05 18:00,2448
5/15/05 19:00,2401
5/15/05 20:00,2362
5/15/05 21:00,2303
5/15/05 22:00,2177
5/15/05 23:00,2027
5/16/05 0:00,2030
5/16/05 1:00,1958
5/16/05 2:00,1909
5/16/05 3:00,1923
5/16/05 4:00,1969
5/16/05 5:00,2120
5/16/05 6:00,2370
5/16/05 7:00,2506
5/16/05 8:00,2466
5/16/05 9:00,2445
5/16/05 10:00,2441
5/16/05 11:00,2422
5/16/05 12:00,2404
5/16/05 13:00,2382
5/16/05 14:00,2357
5/16/05 15:00,2311
5/16/05 16:00,2349
5/16/05 17:00,2513
5/16/05 18:00,2613
5/16/05 19:00,2601
5/16/05 20:00,2564
5/16/05 21:00,2483
5/16/05 22:00,2358
5/16/05 23:00,2205
5/17/05 0:00,1688
5/17/05 1:00,1617
5/17/05 2:00,1584
5/17/05 3:00,1579
5/17/05 4:00,1646
5/17/05 5:00,1803
5/17/05 6:00,2064
5/17/05 7:00,2259
5/17/05 8:00,2276
5/17/05 9:00,2309
5/17/05 10:00,2331
5/17/05 11:00,2350
5/17/05 12:00,2366
5/17/05 13:00,2350
5/17/05 14:00,2356
5/17/05 15:00,2353
5/17/05 16:00,2388
5/17/05 17:00,2518
5/17/05 18:00,2577
5/17/05 19:00,2544
5/17/05 20:00,2506
5/17/05 21:00,2416
5/17/05 22:00,2281
5/17/05 23:00,2121
5/18/05 0:00,1745
5/18/05 1:00,1675
5/18/05 2:00,1627
5/18/05 3:00,1612
5/18/05 4:00,1652
5/18/05 5:00,1779
5/18/05 6:00,2025
5/18/05 7:00,2158
5/18/05 8:00,2174
5/18/05 9:00,2196
5/18/05 10:00,2206
5/18/05 11:00,2207
5/18/05 12:00,2206
5/18/05 13:00,2201
5/18/05 14:00,2186
5/18/05 15:00,2167
5/18/05 16:00,2195
5/18/05 17:00,2298
5/18/05 18:00,2331
5/18/05 19:00,2290
5/18/05 20:00,2230
5/18/05 21:00,2108
5/18/05 22:00,1967
5/18/05 23:00,1800
5/19/05 0:00,1564
5/19/05 1:00,1534
5/19/05 2:00,1530
5/19/05 3:00,1548
5/19/05 4:00,1610
5/19/05 5:00,1774
5/19/05 6:00,2056
5/19/05 7:00,2184
5/19/05 8:00,2194
5/19/05 9:00,2173
5/19/05 10:00,2170
5/19/05 11:00,2129
5/19/05 12:00,2134
5/19/05 13:00,2105
5/19/05 14:00,2086
5/19/05 15:00,2076
5/19/05 16:00,2124
5/19/05 17:00,2282
5/19/05 18:00,2308
5/19/05 19:00,2304
5/19/05 20:00,2248
5/19/05 21:00,2138
5/19/05 22:00,1986
5/19/05 23:00,1851
5/20/05 0:00,1456
5/20/05 1:00,1407
5/20/05 2:00,1378
5/20/05 3:00,1359
5/20/05 4:00,1354
5/20/05 5:00,1383
5/20/05 6:00,1450
5/20/05 7:00,1517
5/20/05 8:00,1616
5/20/05 9:00,1682
5/20/05 10:00,1719
5/20/05 11:00,1727
5/20/05 12:00,1735
5/20/05 13:00,1715
5/20/05 14:00,1688
5/20/05 15:00,1669
5/20/05 16:00,1688
5/20/05 17:00,1829
5/20/05 18:00,1930
5/20/05 19:00,1911
5/20/05 20:00,1879
5/20/05 21:00,1809
5/20/05 22:00,1717
5/20/05 23:00,1637
5/21/05 0:00,1698
5/21/05 1:00,1635
5/21/05 2:00,1598
5/21/05 3:00,1588
5/21/05 4:00,1588
5/21/05 5:00,1643
5/21/05 6:00,1735
5/21/05 7:00,1808
5/21/05 8:00,1885
5/21/05 9:00,1910
5/21/05 10:00,1903
5/21/05 11:00,1869
5/21/05 12:00,1818
5/21/05 13:00,1773
5/21/05 14:00,1739
5/21/05 15:00,1688
5/21/05 16:00,1706
5/21/05 17:00,1815
5/21/05 18:00,1894
5/21/05 19:00,1857
5/21/05 20:00,1815
5/21/05 21:00,1743
5/21/05 22:00,1660
5/21/05 23:00,1552
5/22/05 0:00,1863
5/22/05 1:00,1802
5/22/05 2:00,1772
5/22/05 3:00,1775
5/22/05 4:00,1806
5/22/05 5:00,1925
5/22/05 6:00,2186
5/22/05 7:00,2272
5/22/05 8:00,2280
5/22/05 9:00,2263
5/22/05 10:00,2239
5/22/05 11:00,2190
5/22/05 12:00,2163
5/22/05 13:00,2133
5/22/05 14:00,2083
5/22/05 15:00,2052
5/22/05 16:00,2059
5/22/05 17:00,2149
5/22/05 18:00,2226
5/22/05 19:00,2177
5/22/05 20:00,2132
5/22/05 21:00,2071
5/22/05 22:00,1955
5/22/05 23:00,1817
5/23/05 0:00,1735
5/23/05 1:00,1689
5/23/05 2:00,1656
5/23/05 3:00,1652
5/23/05 4:00,1696
5/23/05 5:00,1852
5/23/05 6:00,2100
5/23/05 7:00,2233
5/23/05 8:00,2233
5/23/05 9:00,2225
5/23/05 10:00,2206
5/23/05 11:00,2193
5/23/05 12:00,2163
5/23/05 13:00,2156
5/23/05 14:00,2116
5/23/05 15:00,2081
5/23/05 16:00,2095
5/23/05 17:00,2207
5/23/05 18:00,2335
5/23/05 19:00,2320
5/23/05 20:00,2290
5/23/05 21:00,2220
5/23/05 22:00,2086
5/23/05 23:00,1960
5/24/05 0:00,1658
5/24/05 1:00,1598
5/24/05 2:00,1566
5/24/05 3:00,1552
5/24/05 4:00,1588
5/24/05 5:00,1713
5/24/05 6:00,1962
5/24/05 7:00,2114
5/24/05 8:00,2128
5/24/05 9:00,2166
5/24/05 10:00,2189
5/24/05 11:00,2194
5/24/05 12:00,2192
5/24/05 13:00,2197
5/24/05 14:00,2165
5/24/05 15:00,2131
5/24/05 16:00,2104
5/24/05 17:00,2161
5/24/05 18:00,2269
5/24/05 19:00,2232
5/24/05 20:00,2192
5/24/05 21:00,2103
5/24/05 22:00,1954
5/24/05 23:00,1830
5/25/05 0:00,1694
5/25/05 1:00,1641
5/25/05 2:00,1583
5/25/05 3:00,1557
5/25/05 4:00,1586
5/25/05 5:00,1719
5/25/05 6:00,1966
5/25/05 7:00,2108
5/25/05 8:00,2106
5/25/05 9:00,2136
5/25/05 10:00,2155
5/25/05 11:00,2132
5/25/05 12:00,2146
5/25/05 13:00,2138
5/25/05 14:00,2136
5/25/05 15:00,2103
5/25/05 16:00,2132
5/25/05 17:00,2222
5/25/05 18:00,2287
5/25/05 19:00,2260
5/25/05 20:00,2195
5/25/05 21:00,2095
5/25/05 22:00,1929
5/25/05 23:00,1773
5/26/05 0:00,1575
5/26/05 1:00,1544
5/26/05 2:00,1520
5/26/05 3:00,1531
5/26/05 4:00,1593
5/26/05 5:00,1747
5/26/05 6:00,2031
5/26/05 7:00,2145
5/26/05 8:00,2156
5/26/05 9:00,2159
5/26/05 10:00,2175
5/26/05 11:00,2154
5/26/05 12:00,2137
5/26/05 13:00,2127
5/26/05 14:00,2096
5/26/05 15:00,2077
5/26/05 16:00,2064
5/26/05 17:00,2169
5/26/05 18:00,2287
5/26/05 19:00,2279
5/26/05 20:00,2205
5/26/05 21:00,2097
5/26/05 22:00,1949
5/26/05 23:00,1866
5/27/05 0:00,1438
5/27/05 1:00,1372
5/27/05 2:00,1345
5/27/05 3:00,1319
5/27/05 4:00,1323
5/27/05 5:00,1338
5/27/05 6:00,1390
5/27/05 7:00,1452
5/27/05 8:00,1555
5/27/05 9:00,1620
5/27/05 10:00,1665
5/27/05 11:00,1692
5/27/05 12:00,1710
5/27/05 13:00,1693
5/27/05 14:00,1674
5/27/05 15:00,1662
5/27/05 16:00,1690
5/27/05 17:00,1817
5/27/05 18:00,1933
5/27/05 19:00,1923
5/27/05 20:00,1890
5/27/05 21:00,1813
5/27/05 22:00,1726
5/27/05 23:00,1628
5/28/05 0:00,1561
5/28/05 1:00,1482
5/28/05 2:00,1429
5/28/05 3:00,1408
5/28/05 4:00,1413
5/28/05 5:00,1463
5/28/05 6:00,1556
5/28/05 7:00,1647
5/28/05 8:00,1757
5/28/05 9:00,1836
5/28/05 10:00,1856
5/28/05 11:00,1858
5/28/05 12:00,1826
5/28/05 13:00,1803
5/28/05 14:00,1781
5/28/05 15:00,1761
5/28/05 16:00,1780
5/28/05 17:00,1860
5/28/05 18:00,1955
5/28/05 19:00,1885
5/28/05 20:00,1815
5/28/05 21:00,1764
5/28/05 22:00,1694
5/28/05 23:00,1543
5/29/05 0:00,1714
5/29/05 1:00,1644
5/29/05 2:00,1607
5/29/05 3:00,1605
5/29/05 4:00,1636
5/29/05 5:00,1766
5/29/05 6:00,2016
5/29/05 7:00,2116
5/29/05 8:00,2140
5/29/05 9:00,2157
5/29/05 10:00,2168
5/29/05 11:00,2162
5/29/05 12:00,2159
5/29/05 13:00,2148
5/29/05 14:00,2124
5/29/05 15:00,2074
5/29/05 16:00,2069
5/29/05 17:00,2125
5/29/05 18:00,2188
5/29/05 19:00,2119
5/29/05 20:00,2059
5/29/05 21:00,1974
5/29/05 22:00,1853
5/29/05 23:00,1691
5/30/05 0:00,1757
5/30/05 1:00,1700
5/30/05 2:00,1661
5/30/05 3:00,1662
5/30/05 4:00,1693
5/30/05 5:00,1828
5/30/05 6:00,2073
5/30/05 7:00,2191
5/30/05 8:00,2160
5/30/05 9:00,2179
5/30/05 10:00,2190
5/30/05 11:00,2185
5/30/05 12:00,2174
5/30/05 13:00,2163
5/30/05 14:00,2143
5/30/05 15:00,2131
5/30/05 16:00,2112
5/30/05 17:00,2172
5/30/05 18:00,2290
5/30/05 19:00,2251
5/30/05 20:00,2208
5/30/05 21:00,2103
5/30/05 22:00,1962
5/30/05 23:00,1812
5/31/05 0:00,1790
5/31/05 1:00,1734
5/31/05 2:00,1705
5/31/05 3:00,1710
5/31/05 4:00,1753
5/31/05 5:00,1903
5/31/05 6:00,2152
5/31/05 7:00,2252
5/31/05 8:00,2237
5/31/05 9:00,2227
5/31/05 10:00,2219
5/31/05 11:00,2190
5/31/05 12:00,2138
5/31/05 13:00,2152
5/31/05 14:00,2138
5/31/05 15:00,2102
5/31/05 16:00,2112
5/31/05 17:00,2188
5/31/05 18:00,2313
5/31/05 19:00,2283
5/31/05 20:00,2231
5/31/05 21:00,2132
5/31/05 22:00,1986
5/31/05 23:00,1843
6/1/05 0:00,1708
6/1/05 1:00,1638
6/1/05 2:00,1601
6/1/05 3:00,1584
6/1/05 4:00,1623
6/1/05 5:00,1763
6/1/05 6:00,2023
6/1/05 7:00,2156
6/1/05 8:00,2167
